0.206640	1.5484
0.225426	2.0052
0.247968	2.3436
0.261019	1.6899
0.275520	1.2345
0.291728	1.1236
0.309960	1.1920
0.330625	1.3795
0.354241	1.6503
0.381490	1.9714
0.413281	2.3298
0.450852	2.7285
0.495937	3.1815
0.551041	3.7095
0.619921	4.3437
0.708481	5.1322
0.826561	6.1541
0.991874	7.5510
1.239842	9.6040
1.653123	12.9654
2.479684	19.5673
